"Salary_Cap_Perc","fg","rookie_contract","bird_rights","age","fta","blk","g","US_Player","maximum_contract","ts_pct","drb","trb","pf","ast","pos_PG","usg_pct","bpm"
0.136334975,3.8,0,0,33,1.3,0.3,56,1,0,0.512,3.7,4.1,2.1,1.5,0,20.1,-1.4
0.001501525,2.8,0,0,25,1.7,0.1,18,1,0,0.473,2.4,3.8,2.7,0.9,0,18.8,-4.4
0.014719678,1.4,0,0,26,0.8,0.1,52,1,0,0.524,1,1.4,1,0.3,0,17.6,-0.6
0.015778582,2.3,0,0,28,0.7,0.1,41,1,0,0.511,2.2,2.4,1.4,0.5,0,19.5,-2.1
0.014644063,3.9,1,0,23,1.2,0.5,63,1,0,0.513,3.3,4.8,2.3,2.1,0,16.7,0.8
0.015303046,6,1,0,24,2,0.4,76,1,0,0.584,4.3,5.3,1.9,3.5,0,18.3,2
0.015789294,6.3,1,0,25,3,0.4,74,1,0,0.565,4.6,5.5,2.3,4,0,19.3,1.7
0.08958721,4.6,0,0,27,1.4,1,77,1,0,0.557,5.8,6.7,3.5,1.2,0,16.9,-0.3
0.10906798,4.1,0,0,30,1.2,0.8,82,1,0,0.555,4.2,5.1,3,1.2,0,17.3,0.7
0.008159396,2.5,1,0,22,0.8,0.1,51,1,0,0.482,1.2,1.3,1.7,3.3,1,19,-4.2
0.013131331,0.8,1,0,23,0.4,0,59,1,0,0.425,0.4,0.5,0.4,0.7,1,15.5,-4.9
0.062322357,2.4,0,0,30,0.9,0.2,71,1,0,0.486,1.4,1.9,1.9,1.5,0,14.8,-2.4
0.112651646,4.7,0,0,25,1.7,0.7,78,1,0,0.526,3.6,4.7,2.9,0.7,0,23.9,0
0.129901454,2.7,0,0,27,0.5,0.4,13,1,0,0.484,3,3.7,1.9,0.5,0,26,-0.7
0.138860175,2.5,0,0,28,0.7,0.6,69,1,0,0.481,2.8,3.5,1.4,0.8,0,21.9,0
0.146219261,1.8,0,0,29,0.7,0.3,20,1,0,0.469,1.4,1.7,0.8,0.3,0,25,-2.4
0.007930468,3.4,1,0,21,1.2,0.1,74,1,0,0.545,2.5,3,1.1,1.2,0,19.4,0.5
0.013453087,3.6,1,0,22,1.8,0.2,78,1,0,0.534,2.9,3.6,1.5,1.6,0,19.9,-0.2
0.085209359,2.4,0,1,25,1,0,41,1,0,0.505,2,2.5,1.4,0.8,0,16.7,-2.5
0.063258232,1.9,0,0,31,3.1,1.9,76,1,0,0.631,4.4,6.4,2.3,0.4,0,10.8,1.8
0.078101096,1.8,0,0,32,3,1.3,45,1,0,0.636,3.2,4.9,1.8,0.4,0,13.5,3
0.072944663,1.8,0,0,33,2.6,1.4,32,1,0,0.583,3.1,4.6,1.6,0.2,0,14.8,2.3
0.27348201,8.6,0,1,25,8.4,1,70,1,1,0.592,7.9,10.8,2.4,2.4,0,28.7,3.6
0.249810489,6.8,0,1,26,6.1,0.6,77,1,0,0.569,6.5,8.3,2.2,1.9,0,23.5,1.3
0.27604059,6.9,0,1,27,4.9,0.8,57,1,0,0.551,6.3,7.9,2.2,1.8,0,24.2,0.8
0.302270691,6.6,0,1,28,4.1,1.4,74,1,0,0.592,5,6.8,2.3,1.7,0,22.7,1.3
0.324945892,6.2,0,1,29,3.4,1,79,1,0,0.597,5.4,6.6,2.4,1.1,0,22.6,0.8
0.008159396,3.3,1,0,28,1.5,0.2,56,1,0,0.583,1.5,2.1,1.9,0.5,0,25.3,-0.5
0.051125616,1.3,0,0,29,0.3,0.2,41,1,0,0.621,0.6,0.8,0.9,0.4,0,23.7,4.5
0.012755633,3.8,1,0,23,2.3,0.3,67,1,0,0.512,2.3,3,1.5,1.4,0,19.6,-3.2
0.014719678,2.7,1,0,24,2,0.3,44,1,0,0.517,1.8,2,1.7,1.1,0,18.4,-1.4
0.001255806,0.8,0,0,26,1.7,0,6,1,0,0.462,0.8,0.8,0.7,0.7,0,14,-3.8
0.104537262,2.5,0,0,27,1.4,0,67,1,0,0.501,2.2,2.7,1.2,5.6,1,13.1,-2.5
0.060299083,1,0,0,28,0.5,0,51,1,0,0.446,0.8,1,0.6,2.3,1,12,-3.8
0.060299083,1.3,0,0,29,0.3,0.1,63,1,0,0.558,1.4,1.6,1.1,2.4,1,11.2,-1.8
0.060299083,1,0,0,30,0.3,0,46,1,0,0.517,1.2,1.5,1.2,2.9,1,9.2,-2.9
0.013131331,0.7,0,0,26,0.7,0.3,27,1,0,0.557,0.9,1.5,1.2,0.1,0,17.1,-5.2
0.001055923,1.4,0,0,22,0.3,0,8,1,0,0.56,0.8,1.4,0.6,0.3,0,13.1,0.5
0.007706188,1.6,0,0,27,1.1,0.9,30,1,0,0.65,1.3,2,1.6,0.3,0,16.2,1.6
0.180242634,7.8,0,0,27,4,1.2,76,1,0,0.527,6.8,9.3,2.8,1.6,0,27.1,-2.5
0.203294053,5.5,0,0,28,1.8,1.5,32,1,0,0.495,5.4,7,2.3,1.4,0,24.4,-1.4
0.137826476,4.7,0,0,30,1.3,0.8,66,1,0,0.529,4.2,5.6,2.1,0.8,0,25.3,-2.4
0.054244278,4.5,0,0,31,1.7,1,39,1,0,0.537,4.5,5.9,2.4,1.5,0,26.7,-1.4
0.23432409,7,0,1,24,4.2,0.2,45,1,0,0.584,3.8,4.2,2.6,10.7,1,22.2,6.2
0.257393581,5.4,0,1,25,4.8,0.1,80,1,0,0.578,3.6,4.1,2.5,9.8,1,21.1,7.1
0.281851785,7.1,0,1,26,5,0.1,60,1,0,0.581,2.9,3.6,2.3,9.1,1,24.3,9.2
0.306310006,5.9,0,1,27,4.6,0.1,70,1,0,0.594,3,3.7,2,9.7,1,22.6,8.8
0.318145009,6.5,0,1,28,5.6,0.1,62,1,1,0.58,3.7,4.3,2.5,10.7,1,23.7,8.6
0.018284229,0.8,0,0,26,0.2,0,25,1,0,0.477,0.6,0.6,0.6,1.2,1,14.1,-2.5
0.02558404,1.8,1,0,22,0.7,0.5,66,1,0,0.462,2.9,3.5,2.7,0.7,0,11.5,-2.2
0.027502584,1.6,1,0,23,1.2,0.4,57,1,0,0.425,2.3,3.2,2.2,0.6,0,15.7,-4.3
0.051993068,1.9,0,0,27,1.5,0.4,34,1,0,0.532,2.1,3.4,1.9,0.4,0,18.9,-3.8
0.051684929,3.3,0,0,28,1.6,0.3,57,1,0,0.587,3.1,4.8,2.5,0.8,0,18.9,-1.4
0.023295793,1.8,0,0,30,1,0.5,61,1,0,0.725,2,3,2,0.4,0,12.1,0
0.018908414,0.9,1,0,22,1.1,0.7,7,0,0,0.298,1.4,2,1,0.7,0,14,-5.6
0.036598787,2,0,1,26,0.8,0.5,82,1,0,0.5,3.8,5.7,2.7,1.7,0,10.8,-0.2
0.033982841,3.3,0,1,27,1.9,0.7,74,1,0,0.554,5.1,8.1,2.7,2.7,0,13,1.9
0.090448625,1.4,0,0,28,0.7,0.3,54,1,0,0.459,3,4.3,2.1,1.4,0,9.9,-3
0.094518813,1.1,0,0,29,0.6,0.2,74,1,0,0.469,2.5,4,1.5,1.5,0,9.4,-1.4
0.097522112,0.9,0,0,30,0.4,0.2,61,1,0,0.468,2.3,3.4,1.6,0.6,0,10.4,-1.8
0.039481245,1.9,0,0,22,0.9,0.1,38,1,0,0.521,1.1,1.3,1.4,0.7,0,20.9,-3.4
0.000750763,1.6,0,0,26,0.9,0.1,7,1,0,0.404,2,2.6,2,2.1,0,17,-5.7
0.065731182,2.1,1,0,21,2.4,0.5,82,1,0,0.498,2.9,4.3,2.1,1.1,0,18.9,-2
0.036636345,0.4,1,0,22,0.2,0.4,18,1,0,0.537,1.2,1.9,1.7,0.2,0,7.9,-4
0.039383916,0.8,1,0,23,0.5,0.6,26,1,0,0.592,1.3,1.8,0.8,0.1,0,14.9,1
0.042131486,1,1,0,24,0.4,0.5,45,1,0,0.563,2,2.7,1.3,0.2,0,12.7,-2.9
0.050539341,5,1,0,23,3.1,0.4,82,1,0,0.502,2.5,3.4,2.7,2.4,0,21.5,-2.2
0.063804562,2.8,0,0,24,2.8,0.2,69,1,0,0.482,1.7,2.5,2.3,1.3,0,18.8,-2.3
0.052701399,3.4,0,0,25,2.2,0.3,59,1,0,0.505,1.8,2.5,1.9,1.5,0,20,-0.1
0.055871408,4.6,0,0,26,2.6,0.3,82,1,0,0.506,2.2,2.9,1.9,1.5,0,23.4,0.4
0.154903484,6.5,0,0,30,7.9,0.1,70,1,0,0.615,4,5.3,3.3,2.5,0,26.7,0.3
0.165391772,3.8,0,0,31,4.9,0.1,67,1,0,0.573,2.9,3.6,2.6,1.3,0,27.7,-0.8
0.176798101,4.3,0,0,32,6.5,0,32,1,0,0.517,3.3,3.9,2.6,1.2,0,27.4,-3.9
0.188204431,1.5,0,0,33,2.7,0.1,18,1,0,0.489,1.1,1.4,2.3,1.1,0,20.2,-5.9
0.008159396,1.4,0,0,22,1.6,0.2,38,1,0,0.402,0.7,0.9,1.1,0.9,1,24.6,-10.4
0.000772431,1,0,0,23,0.3,0,6,1,0,0.352,0.3,0.5,0.8,0.8,0,28.3,-3.3
0.017717594,0.8,1,0,20,0.6,0.1,29,0,0,0.374,0.7,0.9,0.6,1.2,1,15.4,-5
0.01904693,1.8,1,0,21,0.8,0.1,28,0,0,0.528,1.4,1.9,0.9,1.9,1,16.6,-0.4
0.019102575,1.9,1,0,22,1.4,0.2,68,0,0,0.558,1.1,1.6,1.2,1.7,0,16.9,0.9
0.000723744,1.1,0,0,23,1.5,0,10,1,0,0.453,0.9,1.5,0.5,1,1,23.4,-4.3
0.024275377,3.1,1,0,25,1.5,0.2,81,1,0,0.534,2,2.6,1.3,1.2,0,17.9,-1.1
0.038334591,4.3,1,0,26,1.5,0.4,58,1,0,0.534,2.3,2.7,1.8,1.5,0,17.6,0
0.086141548,3.2,0,1,27,0.9,0.3,78,1,0,0.545,2,2.4,1.8,1.8,0,15.7,-0.5
0.089043781,3.7,0,1,28,1.4,0.4,79,1,0,0.574,2,2.4,1.6,1.5,0,17,0.9
0.022516022,1.3,1,0,23,0,0,3,1,0,0.25,0.7,1.3,1,0.3,0,22.3,-12.5
0.024205086,0.6,1,0,24,0.1,0.1,14,1,0,0.325,0.7,1.1,0.4,0.6,0,20.2,-9
0.043327556,3,0,0,26,2.8,0.3,75,1,0,0.599,2.5,3.8,2.6,1.1,0,21.2,-0.8
0.039625112,2.2,0,0,27,1.4,0.1,48,1,0,0.592,1.5,2.4,1.8,0.6,0,19.1,-1.1
0.017102198,1.3,0,0,28,1.1,0.1,47,1,0,0.556,1.6,2.3,1.2,0.4,0,16.2,-1.5
0.043766798,4.9,1,0,23,3.6,0,82,1,0,0.541,2.3,2.7,1.9,6.1,1,21.2,0.1
0.055758907,3.8,1,0,24,2.5,0,48,1,0,0.493,1.8,2.3,1.4,6.4,1,21.3,-2.5
0.021592052,4.2,0,0,26,3.2,0,71,1,0,0.569,1.6,1.8,2.1,4.4,1,22.4,1.4
0.016622374,1,0,0,29,0.4,0.6,49,0,0,0.471,1.1,1.8,1.1,0.2,0,16,-4.1
0.018425832,0.6,0,0,30,0.4,0.7,41,0,0,0.518,1.2,2.1,1.3,0.1,0,11.3,-2.8
0.017962565,2.1,1,0,23,0.8,0.3,12,1,0,0.65,1.1,1.9,1,0.3,0,21.3,6.4
0.034476725,3,1,0,25,1.1,0.4,58,1,0,0.516,2.7,3.6,1.6,0.8,0,17.8,-3.8
0.004640755,1,0,0,26,0.8,0.5,12,1,0,0.538,0.8,1.1,0.4,0.3,0,15.9,-0.9
0.023606932,1.8,1,0,22,0.6,0.2,45,1,0,0.422,1.6,1.8,1.1,1,0,19.6,-3.3
0.057569396,1.9,0,0,24,0.4,0.2,57,1,0,0.509,1.9,2.1,1.2,0.3,0,14.7,-1.3
0.010160723,1,0,0,25,0.2,0.1,49,1,0,0.398,1.1,1.2,0.5,0.4,0,19.2,-4.8
0.043327556,3.8,0,0,29,3.4,0.5,76,1,0,0.527,2.4,3,3.1,2,0,20.1,-3.6
0.043070774,2.2,0,0,30,2,0.2,45,1,0,0.558,1.4,1.4,1.6,0.7,0,21.4,-1.2
0.049962098,1.1,0,0,32,1.4,0.1,78,1,0,0.482,1,1.3,1.5,0.6,0,14,-5.5
0.007930468,1,0,0,22,0.9,0.2,44,1,0,0.457,0.7,1,1.2,0.4,0,18.5,-5.2
0.005222538,1.9,0,0,24,0.6,0,15,1,0,0.493,1,1.5,2.1,0.7,0,17.4,-3.2
0.052805458,6.7,1,0,22,3.9,0.2,82,1,0,0.546,2.6,3.1,2.1,6.5,1,24.2,0.3
0.054583752,6.7,1,0,23,5.2,0.3,82,1,0,0.568,3.1,3.5,2.4,5.6,1,25,3.2
0.057192374,2.1,0,0,30,1.6,0.3,80,1,0,0.515,2.2,3.1,1.8,1.7,0,14.1,-1.3
0.012898077,1.3,0,0,31,1.1,0.2,52,1,0,0.557,1.3,1.7,1.4,0.8,0,12.8,-1
0.019749449,1.3,0,0,32,0.9,0.2,60,1,0,0.445,1.3,1.7,1.4,0.7,0,12.4,-4
0.021073082,2.4,0,0,33,1.8,0.3,61,1,0,0.533,1.2,1.7,1.6,1.5,0,17.4,-2.2
0.019921439,1.8,1,0,23,1.1,0.5,25,1,0,0.477,2.7,3.4,1.4,0.8,0,16.2,-2.6
0.021416167,1.9,1,0,24,1.7,1,7,1,0,0.422,3.7,4.7,2.4,0.4,0,14.1,-6
0.00086586,0,0,0,25,0,0,2,1,0,0,0.5,0.5,0,0,0,0,14
0.116971577,1.2,0,0,31,0.8,0.4,32,0,0,0.44,1.7,2.9,2,0.4,0,16.6,-4.5
0.124876387,1.3,0,0,32,0.6,0.7,42,0,0,0.419,1.5,3.2,2.2,0.3,0,16.5,-7
0.070857886,2.2,0,0,23,0.9,0.1,56,1,0,0.613,1.1,1.3,1.4,1.3,1,14.2,0
0.069177417,3.9,0,0,24,2.4,0.3,67,1,0,0.533,2.3,2.6,2.3,3,0,19.7,-0.4
0.082563779,1.8,0,0,26,0.8,0.1,46,1,0,0.475,1.2,1.3,1.9,1.8,1,14.3,-3.4
0.01904693,1.1,1,0,21,1.6,0.6,16,1,0,0.549,1.3,2.4,1.9,0.3,0,12,-3
0.053536222,4.8,1,0,21,3.8,0.7,81,0,0,0.575,4.1,4.9,2.4,1.7,0,19.3,0.5
0.056931983,4.3,1,0,22,6.3,0.4,62,0,0,0.597,4,4.9,2.3,1.7,0,18.9,0.7
0.072189753,4.5,1,0,23,4.9,0.5,43,0,0,0.563,4,4.7,2,2.7,0,20.7,1.8
0.162618014,5.1,0,1,24,4.9,0.5,71,0,0,0.561,4.3,5.2,1.8,2.5,0,21.3,2.8
0.189049721,6.8,0,1,27,5.9,0.8,79,1,0,0.554,4.3,5.4,2.7,2.6,0,26.7,2.1
0.207013714,6.3,0,1,28,4.7,0.6,62,1,0,0.542,3.7,5,2.3,1.8,0,25.9,2.9
0.224977707,2,0,1,29,1.6,0.2,5,1,0,0.35,1.2,1.8,1.2,0.6,0,26.2,-8.7
0.238957515,2.8,0,0,30,1.6,0.4,41,1,0,0.502,2.5,3.2,1.5,1,0,20.5,-1.4
0.007930468,0.8,1,0,22,0.3,0.2,20,1,0,0.48,0.5,0.9,0.5,0.3,0,18.9,-0.2
0.001622114,2.1,0,0,23,0,0.1,8,1,0,0.586,1.5,1.9,0.9,0.3,0,20,-0.6
0.014719678,3.2,0,0,24,1.5,0.7,66,1,0,0.579,2.6,3.5,1.6,1.3,0,17.6,3
0.064120043,3.2,0,1,26,0.9,0.9,68,1,0,0.58,3,3.4,1.6,1.5,0,16.7,3.2
0.007930468,1.7,1,0,22,0.8,0.3,63,1,0,0.517,1.7,2.5,1.5,0.2,0,16.8,-1.8
0.013131331,2.8,1,0,23,0.8,0.6,78,1,0,0.483,2.3,3.6,2.3,0.6,0,15.7,-3.3
0.036007167,3.9,0,0,25,1.3,0.5,80,1,0,0.485,3.3,5.1,1.9,0.8,0,17.2,-1.4
0.037151281,2.9,0,0,26,0.8,0.7,81,1,0,0.474,2.7,4.1,1.8,1,0,15.1,-0.8
0.003311763,0,1,0,23,0,0,4,1,0,0,0.8,1,0,0.3,0,29.7,-21
0.008159396,0.8,1,0,22,0.2,0.2,52,1,0,0.529,1.3,1.5,1.7,0.8,0,9,-2.7
0.013443856,1.6,1,0,23,0.8,0.2,45,1,0,0.55,1,1.2,2,1,0,12.8,-2.8
0.008159396,0.9,1,0,21,0.5,0,19,1,0,0.5,0.7,0.8,0.8,1.1,1,17.6,-7.8
0.017830382,1.4,0,0,23,1,0,27,1,0,0.498,0.7,1,1.2,1.6,1,18.6,-4.5
0.078440208,3.2,0,0,31,1,0.2,75,0,0,0.522,2.3,3.1,2.7,0.9,0,19.5,-3.7
0.083005995,0.7,0,0,32,0.4,0,10,0,0,0.477,0.8,1,1.6,0.2,0,13.5,-10.3
0.129982669,3.1,0,0,24,0.9,1.1,32,0,0,0.497,3.3,4.7,2.6,1.5,0,16,-1.7
0.074512439,3.9,0,0,25,1.7,2,69,0,0,0.482,3.3,5.2,3.3,1.5,0,19.7,-2.7
0.082291021,2,0,0,26,1.3,0.9,29,0,0,0.458,2.1,3.3,2,0.6,0,16.8,-3.5
0.012762912,0.3,0,0,24,0.2,0.1,28,1,0,0.352,0.5,0.8,0.8,0.1,0,17.2,-11.8
0.014719678,1.3,0,0,25,0.8,0.1,59,1,0,0.521,0.8,1.6,1,0.2,0,18,-3.5
0.018205893,2,1,0,21,0.9,0.4,32,1,0,0.449,2.3,3.4,1.9,0.5,0,17.4,-4.1
0.019359107,3.9,1,0,22,1.7,0.8,80,1,0,0.534,2.8,4.3,2.9,0.7,0,21.6,-1.6
0.051792037,2.7,0,1,24,0.8,0.6,59,1,0,0.477,1.7,2.9,2.1,0.6,0,20.1,-2.4
0.055073928,2.4,0,1,25,0.9,0.7,68,1,0,0.459,2.3,3.1,2.7,0.9,0,18.1,-3.2
0.021943154,4.9,1,0,22,2.3,0.1,76,1,0,0.546,2,2.5,1.2,5.7,1,23.1,-0.8
0.023448418,5,1,0,23,2.9,0.2,79,1,0,0.534,2.3,2.8,1.4,5.1,1,21.9,-0.3
0.02508373,3.8,1,0,24,2.6,0.2,60,1,0,0.526,2.6,3.1,1.7,4.8,1,17,-0.2
0.039958376,4.2,1,0,25,3.4,0.1,81,1,0,0.575,2.3,2.7,1.7,5.1,1,19.6,0.1
0.043070774,1.4,0,0,30,0.6,0.2,40,0,0,0.513,1.6,2.1,1,0.3,0,19.1,-3.4
0.121317158,8.5,0,0,26,4.1,0.5,81,1,0,0.584,8.9,11.7,3.2,3.6,0,23.8,2.5
0.186065743,6.8,0,1,27,3.7,0.4,73,1,0,0.549,6.8,9.8,2.9,3.2,0,21.2,-0.4
0.200020674,8.1,0,1,28,4.9,0.4,57,1,0,0.549,6.6,9.6,3.1,2.8,0,26,-0.3
0.219557577,7.6,0,1,29,4.1,0.3,79,1,0,0.561,8.5,11.2,3.1,3.5,0,23.2,1.8
0.236507098,7.4,0,1,30,4.3,0.4,69,1,0,0.566,6.7,9.3,3,2.1,0,24.3,1.3
0.157279029,7.6,0,0,29,4.2,0.7,81,1,0,0.56,5.4,7.5,2.9,3,0,24,0.8
0.142779615,7.5,0,0,30,4.7,0.9,70,1,0,0.558,5.3,7.6,2.9,2.3,0,25.8,2.8
0.172283096,5.3,0,0,31,2.7,0.7,66,1,0,0.531,4.8,6.6,2.4,2.1,0,20.9,1.8
0.172283096,6.9,0,0,32,4.3,0.9,73,1,0,0.545,5.7,7.7,2,2.9,0,24.4,4
0.204502463,5.7,0,1,33,3.1,0.9,80,1,0,0.533,5.3,6.8,2.3,2.8,0,21.9,2.6
0.012762912,2.1,1,0,21,1.8,0.9,70,1,0,0.571,3.3,5,2.2,0.3,0,14.7,-3.8
0.173651092,3.1,0,1,23,2.1,2,66,1,0,0.626,5.2,8.3,2.9,0.3,0,11.9,0.1
0.181465388,3.8,0,1,24,3,1.4,82,1,0,0.606,4.7,7.2,2.3,0.3,0,15.9,-0.2
0.187231377,4.2,0,1,25,4.6,2.5,82,1,0,0.63,9.5,13.6,3.2,0.9,0,12.4,2.5
0.013131331,0.5,0,0,24,0.5,0.1,39,1,0,0.528,1,1.4,0.8,0.4,0,10.8,-0.7
0.014731369,3.4,0,0,20,2,0.5,82,1,0,0.564,4,6.4,2.7,0.8,0,20.8,-0.7
0.018158638,2.3,0,0,23,1.1,0.2,61,1,0,0.543,2.7,3.8,1.8,0.7,0,19,-1.6
0.01615411,2.7,0,0,24,1.6,0.3,78,1,0,0.557,2.9,4.7,2.5,0.9,0,19.6,-1.1
0.073730503,3.2,0,0,26,2.4,0.5,60,1,0,0.53,2.3,2.8,1.4,3.3,0,18.3,0.7
0.018425832,2.3,0,0,27,0.6,0.4,24,1,0,0.533,1.3,1.5,1.2,2.7,1,16.6,1.8
0.019749449,3.8,0,0,28,1.6,0.3,44,1,0,0.539,2,2.3,1.5,3.2,1,20.4,1
0.039560485,3.3,1,0,20,2.5,0.2,77,1,0,0.554,2,2.9,2.3,0.7,0,18.1,-2.8
0.042276204,6.6,1,0,21,4.9,0.4,82,1,0,0.53,2.9,3.8,2.6,1.8,0,23.2,-2.5
0.045224313,6,1,0,22,5.3,0.3,63,1,0,0.503,2.7,3.3,2.6,2,0,25,-2.7
0.161897783,7.6,0,1,24,8,0.4,79,1,0,0.532,3.7,4.3,2.5,4,0,28,1.7
0.058139343,5.3,1,0,20,5,0.8,81,1,0,0.484,6,8.6,4.1,2.5,0,27.2,-2.6
0.062499483,7,1,0,21,5.8,1.2,64,1,0,0.499,6.8,11,4,1.6,0,29.7,-0.8
0.066859624,6.4,1,0,22,5.6,0.7,75,1,0,0.524,7,9.9,3.6,2.7,0,28.1,0.2
0.083794441,8.3,1,0,23,8.4,1.3,71,1,0,0.555,8.6,11.7,3.8,2.9,0,32.7,5.2
0.018699607,0.3,1,0,24,0.2,0.1,12,1,0,0.388,0.5,0.7,0.4,0.3,0,11.6,-3.5
0.043585354,4.1,0,0,27,1.9,0.3,73,1,0,0.575,4.1,5.5,2.6,1.8,0,15.2,0.7
0.022975852,1.5,0,0,20,0.9,0,49,0,0,0.442,1.1,1.2,1.1,1.9,1,19,-7.3
0.213585789,6.5,0,0,25,5.5,0.2,76,1,0,0.574,3.3,4,2.7,10.5,1,23.8,3.8
0.257393564,6.6,0,0,26,6.3,0.2,65,1,0,0.566,3.4,4,2.9,10.3,1,25.8,3
0.281851785,7.1,0,0,27,5.5,0.4,55,1,0,0.527,2.9,3.3,2.2,8.7,1,30.1,2.3
0.29594437,6.3,0,1,28,4.7,0.4,78,1,0,0.574,2.6,3,2.5,7.7,1,24.4,3.8
0.013131331,1.5,1,0,23,1.2,0.2,49,1,0,0.588,1.2,2,1.2,0.7,0,15.5,-1.6
0.014719678,3.3,0,0,24,2.2,0.2,65,1,0,0.556,2.2,3.6,1.5,1,0,16.8,-1.5
0.071209427,2.8,1,0,19,2.2,0.9,78,1,0,0.542,3.1,5.3,3.2,0.5,0,17.1,-3.2
0.076551582,3.4,1,0,20,3,1,65,1,0,0.537,4.1,6.5,2.2,0.7,0,20.7,-1.1
0.081891668,3.6,1,0,21,3.4,1.7,77,1,0,0.533,4.7,7.1,3.2,1,0,20.6,-0.5
0.08985234,8.6,1,0,21,4.3,0.3,78,1,0,0.532,2.9,3.8,1.2,6,1,27.2,1.7
0.095550961,8.8,1,0,22,6.9,0.6,81,1,0,0.55,3.1,4.1,1.7,7.7,1,32.2,6.8
0.30049401,5.8,0,1,25,3.2,0.1,10,1,1,0.446,2.3,3.2,1.5,4.3,1,31.5,-3.1
0.079297085,3.1,1,0,20,3,0.5,66,1,0,0.499,3.5,4.7,1.4,0.6,0,20.7,-2.1
0.085242919,4.3,1,0,21,3.5,0.5,78,1,0,0.515,4.3,5.5,1.6,0.6,0,23.5,-1.5
0.104537262,0.6,0,0,28,0.3,0.5,27,0,0,0.485,1.5,2.4,1.1,0.2,0,8,-2.1
0.111615326,0.5,0,0,29,0.7,0.9,16,0,0,0.347,1.8,2.5,1.6,0.4,0,10.3,-4.9
0.127010544,0.4,0,0,31,0,0.7,22,0,0,0.292,1.9,2.3,0.9,0.6,0,7.1,-4.7
0.071528254,1.8,0,0,29,0.6,0.1,72,1,0,0.549,1.2,1.5,1,1.1,0,15.9,-0.4
0.043070774,1,0,0,30,0.3,0.1,51,1,0,0.413,1.8,2,1.2,0.8,0,9.4,-4.4
0.038599166,1.8,0,0,31,0.4,0.1,56,1,0,0.522,1.9,2.2,1.2,0.9,0,11.8,-2.4
0.008159396,1.1,1,0,21,1.2,0.3,20,1,0,0.507,0.6,1.4,0.4,0.1,0,25.9,-2
0.013131331,1.5,1,0,22,1.5,0.3,24,1,0,0.465,1.2,2.3,1.1,0.5,0,14.2,-4.2
0.01816534,1.3,0,0,23,0.7,0.1,19,1,0,0.411,1.6,2.2,1.2,0.5,0,20.4,-7.7
0.145580589,5.6,0,0,26,6,0.3,64,1,0,0.512,2.8,3.2,2.8,6.6,1,25.5,-0.8
0.154727448,4.8,0,0,27,5.7,0.1,71,1,0,0.545,2.1,2.4,2.3,7.1,1,24.6,0.6
0.146440631,3.3,0,0,29,2.7,0.2,58,1,0,0.565,1.9,2,1.8,3.4,0,19.5,0.1
0.021682016,2.4,0,0,30,2.9,0.1,40,1,0,0.517,1.9,2.1,1.8,4.5,1,20.2,-0.5
0.013131331,1.3,1,0,23,0.8,0.2,35,1,0,0.498,1.3,2,2.1,0.3,0,19,-6
0.014719678,0.4,1,0,24,0.3,0,11,1,0,0.325,0.5,1.1,0.7,0,0,22.4,-18.8
0.008159396,0.8,1,0,24,0.5,0,19,1,0,0.375,0.5,0.8,0.3,1.6,1,20.7,-4.4
0.064203018,5.5,1,0,21,3.5,0.3,61,1,0,0.492,2.1,2.4,1.9,3,0,26.1,-2.1
0.014306707,0.4,1,0,24,0.1,0.1,51,1,0,0.345,1.1,1.5,0.7,0.2,0,10.6,-6.2
0.015231893,1.4,0,0,25,0.8,0.6,52,1,0,0.437,2.6,3.8,1.8,0.8,0,13.8,-2.9
0.015778582,1.5,0,0,26,0.8,0.6,64,1,0,0.486,2.7,3.8,1.6,1.7,0,11.8,-0.8
0.003118634,0.9,0,0,27,0.4,0.4,26,1,0,0.422,2.3,3,1.5,0.8,0,8.7,-2.3
0.019125491,0.8,1,0,22,0.9,0.2,18,1,0,0.4,1.1,1.4,0.4,1.1,0,21.7,-0.9
0.020558197,0.9,1,0,23,1.1,0.2,33,1,0,0.493,1.1,1.3,0.8,1.3,0,20.3,-1.9
0.021992971,1.4,1,0,24,1.8,0.1,29,1,0,0.438,0.9,1.6,1,2.9,1,23,-3.4
0.001316105,2.4,0,0,24,0.9,0.1,33,1,0,0.433,1.5,2,1.1,3.2,1,17.6,-5.3
0.000772431,1.2,0,0,25,1.1,0,23,1,0,0.455,1.1,1.2,0.7,1.7,1,17.5,-3
0.015070008,0.9,0,0,26,0.4,0,48,1,0,0.437,0.8,0.9,0.4,1,0,17.2,-3
0.025041693,2.2,1,0,22,1.2,0.2,44,0,0,0.531,1.3,2.1,1.7,0.7,0,22.1,-3.5
0.018093588,3.2,0,0,21,1.8,0.7,76,0,0,0.526,2.4,3.1,2,0.9,0,19.2,-1.6
0.019241265,2.3,0,0,22,0.9,0.3,69,0,0,0.482,1.4,2.1,1.3,0.7,0,18.2,-2.2
0.047660312,2.7,0,0,24,1,0.4,72,1,0,0.567,2.6,3.3,1.3,1.3,0,15.8,1.8
0.065863827,3.6,0,0,26,1.6,0.4,61,1,0,0.553,3.6,4.6,1.6,1.5,0,17.3,0.9
0.051125616,1.6,0,0,28,1,0.2,68,1,0,0.524,2.4,2.8,0.9,0.9,0,16.2,0.9
0.011198401,1.3,1,0,21,0.7,0,47,1,0,0.433,0.8,1,1.1,0.7,0,15.7,-7.3
