"Salary_Cap_Perc","pts","rookie_contract","drb","age","bird_rights","g","tov","US_Player","ft_pct","stl","ast","blk","ts_pct","pos_PG","fta","ws","vorp","orb","orb_pct","ast_pct","blk_pct","pos_PF"
0.161895024,12,0,5.5,26,0,31,2.7,1,0.68,0.5,1.5,1.5,0.552,0,2.4,0.6,-0.3,2.4,9.1,8.8,3.6,0
0.06352,16.1,1,4.3,20,0,78,2.3,1,0.847,2.2,7.8,0.1,0.546,1,6,10.4,5.1,0.8,2.5,38.2,0.2,0
0.063614567,17.3,1,3.5,21,0,64,2.5,1,0.818,1.8,8.9,0,0.537,1,5.6,8.8,4.2,0.8,2.6,41.3,0.1,0
0.077951414,22.8,1,4.7,23,0,78,3,1,0.868,2.8,11,0.1,0.599,1,6.7,18.3,9.9,0.9,2.8,54.5,0.3,0
0.007767347,3.4,0,0.6,23,0,42,0.5,1,0.676,0.4,1.5,0,0.479,1,0.9,0.6,0,0.1,1.8,25.8,0,0
0.012357649,7.8,0,1.8,24,0,60,0.9,1,0.867,0.8,3,0.1,0.559,1,1.6,2.6,0.5,0.2,1,22.5,0.2,0
0.016574318,5.1,0,1,25,0,66,0.5,1,0.81,0.4,2,0,0.539,1,0.9,2.1,0.2,0.1,1,21.5,0.2,0
0.050396171,7.9,1,3.1,22,0,54,1.4,1,0.611,0.5,0.7,0.4,0.543,0,2.7,1.3,-0.2,1.2,7.8,6.7,1.8,0
0.117624918,13.5,0,5.5,24,0,82,1.5,1,0.684,0.9,1,0.5,0.568,0,4.3,6,0.6,2.2,8.2,5.3,1.1,1
0.11684343,13.4,0,5,25,0,62,1.7,1,0.645,0.7,1.2,0.6,0.554,0,4,3.4,0.4,2,7.9,7.1,1.5,1
0.115030675,7.2,0,2.9,26,0,62,1.2,1,0.564,0.4,0.8,0.3,0.518,0,2.3,1.1,-0.5,1.5,10.2,7.6,1.1,0
0.012500405,5.6,0,4.1,23,0,78,0.8,1,0.618,0.9,0.6,0.2,0.587,0,1.1,6.4,0.6,2.6,13.8,4.4,0.8,1
0.031457846,3,0,3.7,24,1,79,0.8,1,0.458,1.1,1.2,0.5,0.512,0,0.3,4.4,1.1,1.7,9.6,8.4,2,1
0.095737406,13.6,0,2,30,0,82,1.8,1,0.803,0.9,4.4,0,0.558,1,2.5,4.5,0.6,0.4,1.2,20.6,0.1,0
0.090909091,9.5,0,1.4,31,0,71,1.2,1,0.791,0.6,2.8,0,0.526,1,2.3,3.6,0.4,0.3,1.6,20,0.1,0
0.053927737,4.7,0,1.2,33,0,24,0.4,1,0.444,0.4,2,0,0.449,0,0.4,0.3,-0.1,0.1,0.9,18.7,0.2,0
0.007678645,1.8,0,0.6,24,0,17,0.3,1,0.8,0.2,0.5,0.1,0.493,0,0.6,0.2,0,0.2,4.9,18.3,2,0
0.04558188,5.8,1,2.7,21,0,79,1.1,1,0.8,1,1.4,0.3,0.429,0,1.4,-0.2,-1,1,5.1,9.1,1.1,0
0.046453988,6.2,1,2.1,22,0,15,0.9,1,0.737,1,1.7,0.2,0.473,0,1.3,0.3,0,1.2,6.6,12.9,0.8,0
0.159562343,22.2,0,4.9,25,0,66,3,1,0.857,1.1,3.4,0.1,0.574,0,10,8.1,2.7,1.1,3.6,16.6,0.2,0
0.141414141,17.8,0,4.4,26,0,32,2.4,1,0.828,0.6,2.1,0.1,0.584,0,8,3,0.7,0.9,3.6,12.1,0.3,0
0.125831386,22.1,0,4.5,28,0,70,2.8,1,0.812,1,2.7,0.1,0.595,0,9.7,6.9,2.4,1.1,3.6,14.3,0.2,0
0.141033776,18.6,0,4.6,29,0,51,2.4,1,0.824,0.9,1.8,0.2,0.582,0,8.1,3.3,0,1,3.4,9.2,0.3,1
0.02004499,8.4,1,2.1,23,0,77,0.9,1,0.83,1,1.2,0.2,0.556,0,1.2,4.4,0.9,0.2,1.1,7.6,0.5,0
0.007767347,7.4,0,3.3,23,0,82,0.9,1,0.624,0.6,0.6,0.2,0.558,0,2.3,3.9,0.1,1.8,11.9,5.4,0.9,1
0.042603954,10.1,0,2.5,25,0,74,1.4,1,0.677,0.4,1.1,0.3,0.599,0,3.4,3.1,0.5,1.3,7.6,9.7,1,1
0.037644172,11.8,1,1.6,21,0,72,1.7,1,0.893,0.6,3.5,0,0.587,1,3.2,5.1,1.4,0.2,1.1,22.6,0.1,0
0.017777778,1.7,0,0.9,25,0,43,0.4,0,0.5,0.1,0,0.6,0.538,0,0.5,0.5,0,0.4,9.8,1.4,8.1,0
0.030656987,0.8,0,0.4,26,0,21,0.2,0,0.875,0.1,0.3,0.2,0.435,0,0.4,0.1,0,0.1,4.7,10.9,4.8,0
0.007803182,2,0,1,27,0,42,0.3,0,0.417,0.2,0.2,0.6,0.465,0,0.3,0.4,-0.3,0.7,9.4,4.3,5.8,0
0.016429448,8.9,1,3.1,22,0,7,0.4,1,0.769,0.4,0.9,0.7,0.556,0,1.9,0.4,0.1,1.4,8.7,8.3,2.8,1
0.021290671,8.8,0,2.7,20,0,59,1.1,1,0.825,0.4,1.3,0.2,0.48,0,1,-0.4,-1.2,0.3,1.6,9.1,0.5,0
0.021697342,9.1,1,2.3,21,0,75,0.6,1,0.875,0.5,0.9,0.1,0.512,0,0.7,2.2,0,0.3,1.2,6.2,0.4,0
0.026062457,4.5,1,1.1,24,0,52,0.6,1,0.688,0.3,0.4,0.2,0.534,0,1.2,0.9,-0.2,0.2,2,5.5,1.3,0
0.024710303,4,1,1.2,25,0,71,0.7,1,0.645,0.5,0.5,0.2,0.462,0,1.3,0.6,-0.6,0.3,2.5,7,1.2,0
0.035496622,7.5,1,1.4,26,0,78,1.2,1,0.793,0.5,0.9,0.3,0.542,0,2.2,0.7,-1.1,0.6,3.4,6.6,1,0
0.013549649,3.2,0,1.1,27,0,25,0.4,1,0.667,0.3,0.5,0.2,0.537,0,2,0.4,0.1,0.3,4.1,8.9,2.3,0
0.015792059,5.4,0,1.4,28,0,79,0.9,1,0.728,0.6,1,0.2,0.533,0,1.9,2,-0.3,0.7,4.9,8.2,1,0
0.008782243,6.3,1,1.3,25,0,29,0.6,1,0.618,0.8,0.9,0.3,0.5,0,1.2,1,0.3,1,6.9,8.5,1.5,0
0.050505051,6.5,0,1.4,26,0,82,1,1,0.84,0.9,1.3,0.1,0.529,0,2,1.7,0.1,1,6.2,10.8,0.6,0
0.050813964,8.8,0,1.7,27,0,82,1.4,1,0.882,1.1,1.9,0.2,0.535,0,2.1,2.8,0.6,1.1,5.1,12,0.6,0
0.052130146,9.2,0,2.3,28,0,76,1.2,1,0.736,0.8,2,0.3,0.474,0,1.9,1,-0.2,0.9,4.3,12.7,0.7,0
0.052828903,5.3,0,1.2,29,0,41,0.9,1,0.804,0.5,0.9,0.2,0.467,0,1.1,0,-0.4,0.5,3.6,9.1,0.8,0
0.01584331,7.3,0,5.1,26,0,81,1,0,0.538,0.6,0.4,1.3,0.551,0,2.5,5.2,1,3.2,17,2.7,4.4,0
0.095959596,5.2,0,1.9,27,0,74,0.5,0,0.461,0.3,0.3,0.6,0.55,0,1.2,2.5,0,1.2,12,4.9,3.9,0
0.098843794,4.8,0,2.8,28,0,54,0.9,0,0.467,0.4,0.5,0.6,0.482,0,1.7,0.8,-0.7,1.7,13,5.3,2.9,0
0.103381808,3.2,0,1.5,29,0,51,0.7,0,0.524,0.4,0.2,0.5,0.443,0,1.2,0.1,-0.6,1.3,14.2,3.2,3.5,0
0.007767347,4.6,1,1.1,20,0,60,0.7,1,0.718,0.4,1.2,0.1,0.556,1,0.7,2,0.3,0.5,3.2,10.7,0.6,0
0.063053851,7.8,0,1.7,22,0,75,0.8,1,0.767,0.6,1.8,0.2,0.519,1,1.1,3.8,0.4,0.4,2.1,11.3,0.7,0
0.048969325,6.1,1,1.5,20,0,28,0.5,0,0.963,0.5,0.5,0.1,0.621,0,1,1,0.3,0.5,3.3,5.5,0.7,0
0.026644848,7.5,1,3.2,22,0,78,1,1,0.777,0.7,1.2,0.8,0.54,0,1.9,5.1,1.4,1.7,8.8,8.8,2.6,0
0.027265864,19.6,1,4.9,24,0,80,2.1,1,0.852,1.2,2.1,1.1,0.571,0,4.7,7.3,2.5,1.2,3.4,9.6,2.2,0
0.039703562,25.8,1,4.4,25,0,67,2.5,1,0.878,1,2.7,1.4,0.584,0,6.9,8,4.2,0.7,2.2,13.1,3,0
0.153863688,12.8,0,3.6,23,0,63,2.5,1,0.6,1.2,2,1.2,0.511,0,3.4,1.3,0.6,1.1,5,14.2,3.3,0
0.146464646,14,0,4,24,0,40,2.5,1,0.534,1.1,1.8,1,0.48,0,4.1,-1,-0.4,0.6,2.2,10.8,2.3,0
0.036471393,7.5,0,2.7,26,0,81,0.9,0,0.847,0.6,1.4,0.2,0.566,0,1.4,4.3,0.5,1.5,8.4,10.5,0.8,1
0.044444444,9.2,0,2.7,27,0,62,1.4,0,0.817,0.6,1.4,0.3,0.524,0,1.9,2.5,0.3,1.2,6.6,11.5,0.9,1
0.068692952,7.6,0,2.4,28,0,37,1.2,0,0.852,0.5,1,0.3,0.567,0,1.5,1.1,-0.2,1.2,7,9,1.1,1
0.070861046,6.2,0,2.4,29,0,80,1.1,0,0.918,0.7,1.7,0.2,0.496,0,0.9,1.7,-0.2,1,6,14.2,0.9,0
0.088111238,1.8,1,1.1,19,0,37,0.4,0,0.708,0.1,0.2,0.5,0.387,0,0.6,-0.2,-0.4,0.1,1.4,4.5,5.1,0
0.083539394,4.8,1,1.9,20,0,55,0.9,0,0.56,0.3,0.7,1.4,0.52,0,0.9,1.2,0.4,0.8,7.2,9.2,7.8,0
0.11684343,7.2,0,4.2,22,0,70,1.4,0,0.554,0.5,0.8,1.6,0.456,0,1.7,0.2,-0.8,1.8,8.5,5.4,5,0
0.007668712,1.9,0,1.1,23,0,51,0.3,1,0.686,0.2,0.2,0.1,0.483,0,0.7,0.8,-0.4,0.6,9.2,2.7,0.7,1
0.016652352,5.6,1,3.1,20,0,76,0.6,1,0.667,0.7,0.6,0.7,0.456,0,0.8,1.7,-0.5,1.4,8.9,5,2.9,1
0.017401212,5.1,1,2.9,22,0,67,0.8,1,0.577,0.4,0.6,0.3,0.607,0,1.8,2.7,0.6,1.6,11.6,6.5,1.5,0
0.017428061,10.7,1,7,23,0,58,1.6,1,0.815,0.8,1.8,0.4,0.652,0,3,6.9,2.2,3.4,13.6,10.2,1.1,1
0.03047091,16,1,8.6,25,0,81,1.9,1,0.755,1,2.1,0.3,0.59,0,4.1,9,2,3.2,9.6,10.1,0.6,0
0.028428539,6.2,0,3,24,0,30,1.2,1,0.68,0.4,0.8,0.5,0.479,0,1.7,0.2,-0.2,1.3,8.2,7.6,2.3,0
0.038617446,18.3,0,5.7,26,0,52,1.9,1,0.824,0.8,2.2,0.7,0.532,0,4.4,5.2,1.4,2.4,7.5,10.9,1.6,1
0.191443466,20.6,0,6.5,27,0,76,2.2,1,0.85,0.8,2.3,1.3,0.535,0,4.6,8.4,2.6,2.4,7.2,10.6,2.7,1
0.168072597,21,0,6.4,28,0,76,2.1,1,0.884,0.6,2.3,0.9,0.54,0,5.5,7.8,2,2.1,6.5,10.9,1.9,1
0.00937287,4.3,1,3.1,20,0,53,0.8,1,0.385,0.2,0.2,1.1,0.585,0,2.1,1.3,-0.3,1.4,10.5,2.3,5.7,0
0.000927232,2.4,0,1.2,24,0,19,0.9,1,0.6,0.5,1.9,0,0.449,1,0.3,-0.1,-0.2,0.4,3.1,19.8,0,0
0.02141509,4.5,0,1.3,21,0,39,0.6,1,0.704,0.5,1.4,0.2,0.524,0,0.7,0.9,0.2,0.4,3.3,16.4,1.2,0
0.03397016,8.3,0,2.7,24,0,61,1.9,1,0.736,1,3.8,0.5,0.492,1,1.5,1.3,0.5,0.5,2.2,23.5,1.4,0
0.065610089,11.7,0,2.7,25,0,64,1.4,1,0.833,1.5,3.5,0.2,0.559,0,1.7,6.4,2,0.5,1.8,16.6,0.5,0
0.016885051,6.1,0,1.3,25,0,58,0.8,1,0.81,0.4,0.9,0.4,0.545,0,0.7,1.3,0.3,0.3,2.4,9.5,2.1,0
0.000758637,3.4,0,0.2,27,0,5,0,1,0,0.2,0.2,0,0.571,0,0.4,0.1,0,0,0,7.2,0,0
0.070452525,10.8,1,2,21,0,80,1.8,1,0.704,0.8,4.5,0.2,0.5,1,1.7,2.8,0.2,0.4,1.8,28.6,0.6,0
0.070556883,16.2,1,2.8,22,0,80,3.1,1,0.767,1,9.3,0.2,0.535,1,3.7,7.2,2.4,0.5,1.7,41.6,0.4,0
0.072094913,18.8,1,2.5,23,0,82,3.4,1,0.803,1.1,10.5,0.3,0.595,1,5,11.3,4.5,0.4,1.4,43.6,0.6,0
0.086391428,19.4,1,2.5,24,0,68,3.4,1,0.849,1.1,10.7,0.3,0.573,1,5.6,8.4,3.8,0.4,1.1,47.8,0.6,0
0.06143524,1,1,1,23,0,39,0.3,0,0,0.2,0.4,0.7,0.281,0,0.1,0,-0.2,0.8,11.3,7.1,6.6,0
0.037602334,2.3,0,3.4,25,0,81,0.8,0,0.558,0.5,0.4,1.4,0.503,0,1.1,3.8,0.7,2,13.8,2.8,5.8,0
0.038576308,2.9,0,2.9,26,0,79,0.7,0,0.543,0.3,0.5,1.1,0.536,0,0.9,3,0.5,2,14.6,4.6,5.1,0
0.095177232,2.3,0,2.1,27,0,75,0.5,0,0.333,0.4,0.4,0.7,0.425,0,0.9,1.4,-0.2,1.5,13.3,4.6,4.3,0
0.056986551,7.8,0,1.2,23,0,55,1,1,0.554,0.3,1.3,0.2,0.456,0,1.8,-0.1,-0.8,0.7,4,10.4,0.6,0
0.055555556,11,0,2.2,24,0,82,1.5,1,0.744,0.7,2,0.2,0.507,0,3,2.4,-0.3,0.7,2.8,10.1,0.5,0
0.01754051,11.2,0,2,25,0,82,1.5,1,0.704,0.8,2.7,0.2,0.542,0,2.6,3.1,0.4,0.7,2.5,14.3,0.6,0
0.061623586,6.6,0,2,27,0,32,1,1,0.533,0.7,3.1,0.1,0.41,0,1.9,-0.6,-0.6,0.3,1.4,16.3,0.2,0
0.062500114,5.7,1,1,21,0,76,1.1,1,0.757,1,2.2,0.3,0.53,1,1.4,2.7,1.2,0.4,2.7,22.5,1.2,0
0.059544242,9.9,1,1.8,22,0,56,1.5,1,0.716,0.9,3.2,0.3,0.544,1,4.2,3.7,1.1,0.5,2.5,23.4,1,0
0.059341677,10.2,1,1.9,23,0,80,1.8,1,0.824,1.2,3.7,0.3,0.574,1,3.3,6.5,1.7,0.6,2.7,22.9,0.8,0
0.071813823,14.8,1,2.3,24,0,64,2.5,1,0.824,1.4,5.8,0.2,0.573,1,4.7,5.6,1.5,0.4,1.6,31.1,0.4,0
0.132924335,21.3,0,2.9,25,0,69,3.1,1,0.82,1.7,6.9,0.2,0.563,1,8.8,7.5,3,0.4,1.4,34.4,0.4,0
0.012125375,4.5,1,4,23,0,79,1.2,1,0.725,0.8,2.5,0.9,0.483,0,1.3,1.7,0.5,1.4,6.2,13.8,2.9,0
0.016550102,3.8,0,1.2,20,0,55,0.7,0,0.853,0.3,0.5,0.3,0.416,0,0.6,-1.1,-0.9,0.3,3,6.4,1.4,0
0.02502303,2.9,1,1.5,20,0,20,0.7,1,0.882,0.2,0.4,0.1,0.574,0,0.9,0.2,0,0.1,1.9,9.8,0.6,0
0.024939494,6,1,3.5,21,0,66,1,1,0.744,0.6,1.4,0.7,0.489,0,1.3,1.9,0.5,0.6,3.7,12.1,2.8,0
0.036684271,7.9,1,3.9,22,0,44,0.7,1,0.826,0.7,1.4,0.9,0.537,0,1.6,2.2,0.6,1.1,5.1,9.4,3,0
0.04452684,3,0,3,23,0,6,1,1,0.333,0.3,0.3,0,0.398,0,1,-0.1,-0.1,0.3,3.3,4.2,0,0
0.073263734,14.4,1,6.7,23,0,82,1.6,1,0.81,0.9,1.6,0.9,0.548,0,3.8,8.5,2.3,2.5,9.5,9.1,2.2,1
0.082137596,10.7,1,5.4,24,0,79,1.3,1,0.682,0.7,0.7,0.6,0.552,0,3.3,6.6,1,3,12.8,4.4,1.7,1
0.125066378,11.1,0,5.2,25,0,80,1.4,1,0.714,0.9,1.1,0.4,0.508,0,2.5,6.5,1,3.3,13.3,6.7,1,1
0.121867468,11.9,0,4.9,27,0,51,1.5,1,0.84,0.6,0.9,0.4,0.526,0,3.1,2.7,0.1,2.2,10.4,6.3,1,1
0.008055798,1,0,1.5,22,0,14,0.2,1,0.462,0.1,0.1,0.2,0.445,0,0.9,0.1,-0.1,0.7,14.4,3.3,2.6,1
0.012500405,0.8,0,1.3,23,0,4,0.5,1,0.5,0,0,0,0.412,0,1.5,0,0,0.3,6.3,0,0,1
0.000797751,2,0,1,25,0,6,0.7,1,0.667,0,0,0.2,0.622,0,1,0.1,0,1,14.4,0,1.6,1
0.095275131,12,1,6.5,19,0,82,2,1,0.671,0.9,0.9,1.7,0.571,0,5,7.3,1.4,3.5,12.2,4.4,3.6,1
0.090770909,15.8,1,9,20,0,82,2.6,1,0.595,0.8,1.5,1.4,0.565,0,7.3,8.6,2.3,3.5,12.1,7.2,3,1
0.090462407,17.6,1,8.8,21,0,82,3.9,1,0.586,0.9,1.9,1.9,0.619,0,8.1,9.7,3.7,3.5,11.8,9.5,4.2,0
0.10895693,20.7,0,10.8,22,0,82,3.2,1,0.59,0.9,1.3,2.1,0.619,0,10.9,12.9,3.7,3.4,10.9,6.1,4.2,0
0.234458078,20.6,0,9.6,23,0,79,3,1,0.594,1,1.4,2.9,0.6,0,10.7,13.8,4.7,4.3,13.8,7.3,5.9,0
0.064603602,24.1,1,3.7,23,0,77,4.2,1,0.762,1.6,6.8,1.1,0.561,0,9.9,11,4.9,1.4,4.5,31,2,0
0.061250909,27.2,1,4.3,24,0,75,3.6,1,0.783,1.9,6.7,0.8,0.577,0,10.7,14.4,7.1,1.4,4.5,33,1.5,0
0.234428366,24.6,0,3.3,26,0,51,4.4,1,0.758,1.7,6.9,0.7,0.549,0,9.2,3.3,2.3,0.9,2.7,37.5,1.5,0
0.24557909,30.2,0,3.9,27,0,79,3.4,1,0.765,2.2,7.5,1.3,0.574,0,9.8,14.7,9.6,1.1,3.5,40.3,2.8,0
0.008055798,1.6,0,1,24,0,8,0.6,1,0.75,0,0,0,0.366,0,0.5,-0.2,-0.2,0.3,5.5,0,0,0
0.01401244,2.3,0,0.8,25,0,28,0.4,1,0.944,0.2,0.2,0.1,0.357,0,0.6,-0.3,-0.4,0.7,11.3,4,1.6,0
0.017496459,7.1,0,2.8,26,0,46,1,1,0.701,0.4,0.6,0.2,0.446,0,1.9,-0.4,-1.2,1.5,8.9,5.8,0.7,0
0.033234557,7.7,0,1.6,25,0,80,2.1,1,0.659,1,4.5,0.2,0.5,1,1.7,2.3,0.6,0.4,2.3,34.2,0.8,0
0.101010101,8.9,0,1.9,26,0,70,1.9,1,0.676,1,4.1,0.1,0.558,1,1.6,2.7,0.9,0.3,1.8,29,0.5,0
0.101627929,9.4,0,2,27,0,77,2.2,1,0.735,1.3,5.7,0.3,0.483,1,1.9,2,0.7,0.4,1.9,31.4,0.8,0
0.104260291,10.7,0,2.3,28,0,78,2.2,1,0.766,0.9,6.8,0.1,0.517,1,1.9,2.9,0.6,0.6,2.1,36.6,0.3,0
0.105657805,6.6,0,2.2,29,0,68,2.3,1,0.755,0.7,5.8,0.2,0.448,1,1.6,-0.2,-1.2,0.5,2.3,33.4,0.5,0
0.006605539,2.3,0,0.7,30,0,6,0.8,1,0,0.5,1.8,0.2,0.778,1,0,0.1,0,0,0,41.2,1.9,0
0.018805562,5.8,0,1,26,0,68,0.5,1,0.852,0.6,1.4,0.1,0.525,1,0.4,1.8,0.7,0.2,2,17.9,0.5,0
0.016885051,9.8,0,1.4,27,0,81,0.9,1,0.805,0.5,1.8,0.1,0.512,1,0.5,1.6,0.7,0.2,1.2,16.4,0.6,0
0.026347982,8.4,0,1.4,28,0,56,0.5,1,0.917,0.5,1.2,0.1,0.536,0,0.6,1.9,0.5,0.3,1.8,13.1,0.3,0
0.045160191,8.5,0,1.8,30,0,81,0.7,1,0.792,0.8,1.1,0.1,0.592,1,0.7,4.9,2,0.1,0.9,10.3,0.4,0
0.088817005,16.1,1,3.5,22,0,63,2.6,1,0.72,0.3,0.6,0.9,0.583,0,5,4.3,0.7,1.8,7.2,4.1,2.4,0
0.149292929,13.6,0,4,23,0,72,2.5,1,0.632,0.4,0.3,0.8,0.604,0,6.8,3.3,0,2,9.4,1.9,2.5,0
0.153780051,19.5,0,4.6,24,0,81,3.6,1,0.615,0.4,0.8,0.5,0.603,0,8.1,4.7,0.1,2.4,8.2,4.6,1.1,0
0.160840248,13.2,0,2.8,25,0,59,2.1,1,0.623,0.2,0.5,0.5,0.578,0,5.1,1.7,-0.3,1.9,8,3.8,1.5,0
0.165712048,1.7,0,1.3,26,0,3,0.7,1,0.333,0,0,0,0.753,0,1,0,0,0,0,0,0,0
0.086836654,5.2,0,2.1,28,0,68,0.9,0,0.637,0.6,1,0.4,0.489,0,1.3,1.6,-0.3,1.5,9.4,8.5,1.5,1
0.086034215,6.6,0,2.4,30,0,75,0.7,0,0.715,1,0.9,0.3,0.609,0,1.6,4.8,0.9,1.7,9,5.7,1.1,1
0.089023548,5.9,0,2.9,31,0,78,0.8,0,0.708,0.9,1.2,0.5,0.57,0,1.1,4.1,0.9,1.4,7.5,7.8,1.7,1
0.05538514,2.9,0,1.9,32,0,27,0.7,0,0.364,0.4,0.7,0.1,0.472,0,0.8,0.1,-0.2,0.6,6.3,9.4,1,1
0.274811944,20,0,5.9,25,1,81,2.3,1,0.752,0.8,2.6,2.1,0.554,0,6,10.6,4.2,3.7,12.2,13.3,4.3,1
0.26569697,24.7,0,7,26,1,79,2.2,1,0.775,1,2.6,2.5,0.58,0,7.2,14.8,6.8,3,9.3,13.1,4.9,1
0.268147172,20.5,0,6,27,1,80,2.5,1,0.761,1,2.9,2.2,0.581,0,5.8,11.5,4.8,3.4,10.5,14.7,4.5,1
0.234455419,13.8,0,6.1,29,1,29,2.3,1,0.676,0.6,1.3,1.6,0.484,0,3.7,0.9,0,2.7,9.9,6.9,3.9,1
0.085244586,15.1,1,7.1,22,0,73,1.7,1,0.609,0.8,0.9,1.7,0.479,0,4.7,4,0,3.8,11.5,4.3,3.6,1
0.081214545,13.2,1,6.4,23,0,26,2,1,0.656,0.8,1.2,1.9,0.464,0,4.8,1,0,3.6,11.7,6,4.4,1
0.097560795,13.8,1,7.6,25,0,82,2,1,0.57,0.8,0.9,1.7,0.553,0,4.6,5.8,0.6,3.1,10.7,4.5,3.9,0
0.162534083,13.2,0,6.7,26,1,82,1.8,1,0.593,0.6,0.6,1.7,0.581,0,4.5,8.2,1.5,3.4,12.7,3.5,4.2,0
0.044703476,16.1,1,2,20,0,78,2.1,1,0.854,1,2.8,0.4,0.593,0,4.5,4.6,1,0.6,1.9,13.6,1,0
0.012500405,6.1,1,2,19,0,66,0.8,0,0.787,0.4,0.7,0.3,0.5,0,1.3,1,-0.2,0.9,6.9,7.8,1.4,1
0.111762024,7.1,0,3.4,26,0,47,1.1,1,0.528,0.4,0.4,1.1,0.521,0,3.1,1.6,-0.5,1.8,9.5,3.3,3.9,0
0.108955556,4.7,0,2.5,27,0,71,0.7,1,0.6,0.3,0.2,1,0.56,0,1.8,2.5,0.1,1.4,10,2,4.7,0
0.116976823,3.1,0,1.6,30,0,26,0.7,1,0.696,0.1,0.2,0.7,0.525,0,0.9,0.1,-0.2,1,9.3,3,4.8,0
0.046969697,1.7,0,1.1,30,0,59,0.5,0,0.556,0.2,0.5,0.2,0.491,0,0.5,1.1,-0.2,1,14.1,8.3,1.6,0
0.047049967,4.4,0,3,31,0,79,0.9,0,0.647,0.3,0.9,0.3,0.575,0,0.6,4.1,0.2,1.7,12.1,7.8,1.3,0
0.064713284,4.8,0,3.4,32,0,82,0.6,0,0.607,0.5,1.2,0.2,0.615,0,0.7,6.1,1,1.9,11.1,9.1,0.9,0
0.014133713,3.7,1,2.1,28,0,67,0.6,0,0.57,0.5,0.5,0.6,0.494,0,1.2,1.6,-0.1,0.9,7.5,5.5,3.3,0
0.014532788,4.9,1,3.3,29,0,72,0.9,0,0.662,0.8,0.7,0.6,0.556,0,1,2.9,-0.1,1.4,7.4,4.4,2.1,0
0.05645996,5,0,3.6,30,0,70,1.2,0,0.775,0.4,0.8,0.8,0.552,0,1.1,3.1,0.1,1.2,7.7,6.4,3.3,0
0.053927737,3.3,0,2.4,31,0,63,0.7,0,0.703,0.2,0.4,0.3,0.416,0,0.6,0,-0.9,0.8,7.1,4.6,1.8,0
0.028970688,3.4,0,2.2,32,0,59,0.8,0,0.846,0.6,0.5,0.6,0.537,0,0.7,1.8,-0.1,1.7,11.6,4.8,3.1,0
0.020533333,5.6,0,2.2,24,0,67,1.1,0,0.772,0.6,1.4,0.7,0.51,0,1.5,1.6,0.4,0.6,3.5,11.2,2.6,0
0.035844085,10.6,0,2.7,25,0,77,1.5,1,0.85,0.8,2.5,0.4,0.551,0,2.7,4.8,1.3,0.4,1.8,15.7,1,0
0.047047333,9.6,0,2.2,26,0,68,1.6,1,0.763,0.8,2.3,0.3,0.517,0,2.4,2.6,0.4,0.3,1.2,14.5,0.8,0
0.058341959,6.5,0,1.5,27,0,63,1.1,1,0.833,0.8,1.7,0.3,0.501,0,1.8,1.2,0.1,0.4,2.1,12.8,0.9,0
0.010608913,7.3,0,2,29,0,52,1.3,1,0.815,1,3.6,0.2,0.536,0,1.6,1.6,-0.3,0.4,1.7,19.1,0.5,0
0.011684343,2.1,0,0.5,21,0,15,0.3,1,0.5,0.3,0.9,0,0.401,1,0.1,0.1,-0.1,0.1,1.3,22.5,0,0
0.012125375,2,0,0.7,22,0,47,0.4,1,0.81,0.3,0.8,0.1,0.422,0,0.4,0.4,0,0.2,3.1,15.5,0.7,0
0.017147239,5.7,1,1.7,22,0,77,1,1,0.781,0.6,1.8,0.3,0.502,1,1.9,2.1,0.1,0.4,2.9,16.6,1.2,0
0.025350522,10.4,1,1.7,21,0,81,1.5,1,0.805,0.5,1,0.3,0.521,0,2,1.6,-0.2,0.8,4.5,8.5,1,0
0.025902571,5.1,1,1.7,22,0,30,1.1,1,0.829,0.3,1,0.1,0.453,0,1.4,-0.4,-0.2,0.4,4.1,12.5,0.9,0
0.014569819,5.2,0,1.1,23,0,38,0.9,1,0.844,0.3,0.4,0.1,0.513,0,0.8,0,-0.3,0.4,4.3,6.9,1,0
0.037667039,11.1,1,3.8,22,0,70,2.3,1,0.661,1.7,2,1.3,0.51,0,4.1,2.4,1.2,1.7,6,10.4,3.2,0
0.101010101,15.2,0,5.3,23,0,55,1.8,1,0.614,2.5,1.7,2.1,0.578,0,5.6,6.4,3.2,2.2,7.1,8.8,4.7,0
0.103980427,18.1,0,5.2,24,0,72,2.2,1,0.691,2,2.6,1,0.568,0,6.2,7.7,3.7,2,6.2,12.5,2,0
0.170771167,19.4,0,5.1,25,0,62,2.9,1,0.731,2.1,3.5,0.9,0.547,0,6.9,4.6,2.5,0.9,2.8,15.9,1.9,1
0.161895024,16.6,0,6.2,26,0,71,2.1,1,0.804,1.7,2.7,0.9,0.585,0,6.4,9.5,3.7,1.6,5.2,12.4,2.1,0
0.214032368,25.5,0,3.7,23,0,80,3,1,0.814,1.7,5.1,0.3,0.565,1,8,11.5,5.2,1,2.8,22.9,0.5,0
0.20884163,28.4,0,3.7,25,0,74,3.2,1,0.844,1.9,6,0.2,0.565,1,9.7,10.8,5,0.8,2.3,27.2,0.3,0
0.214819342,19.4,0,3.5,26,0,13,3.8,1,0.771,1.8,5.1,0.1,0.529,1,7.4,0.6,0.5,0.5,1.6,27.4,0.2,0
