"Salary_Cap_Perc","pts","bird_rights","maximum_contract","age","gs","drb","three_p_pct","pf","mp","rookie_contract","super_max_contract","pos_C","pos_PF","fta","fga","US_Player","pos_PG","ast","ast_pct","trb_pct","stl","stl_pct","ft_pct","three_pa","tov_pct","usg_pct"
0.100394894,8.3,0,0,23,6,2.2,0.314,0.9,19.8,1,0,0,1,2.6,6.6,1,0,0.7,5.6,7.8,0.5,1.2,0.684,2.1,8.9,18.9
0.000838899,1,0,0,26,0,0.5,0,0,4.5,0,0,0,1,0,2,1,0,0,0,5.9,0,0,0,1,0,18.9
0.030397714,13.8,0,0,19,51,2.1,0.343,3,27.7,1,0,0,0,3.4,11.4,1,0,2.6,15.8,4.8,0.6,1,0.84,3.8,14,23
0.023405891,24.9,0,0,21,54,4,0.383,3.1,34.5,1,0,0,0,6.1,19.5,1,0,4.7,24.4,7,0.9,1.2,0.878,7.1,13.9,31.7
0.03253556,26.6,0,0,22,64,3.5,0.326,3.1,35,1,0,0,0,7.1,19.6,1,0,6.8,34.1,6.5,0.9,1.2,0.866,6.5,15.4,32.9
0.061492111,8.8,0,0,31,3,1.6,0.357,1.9,22.2,0,0,0,0,2.1,6.9,1,1,3.1,20.4,4.4,1,2.3,0.815,3.5,12.5,18
0.044910402,6.7,0,0,33,0,1.8,0.328,1.6,16.7,0,0,0,0,2,5.2,1,1,2.1,20,6.8,0.7,2.1,0.829,2.7,12.5,19.7
0.044428426,8.4,0,0,34,1,1.6,0.348,2.2,18.9,0,0,0,0,2.4,6.4,1,1,2.1,16.9,5.3,0.7,1.8,0.835,3.2,12.6,20.2
0.000132764,2,0,0,22,0,3,0,2,13,0,0,0,0,0,3,1,0,0,0,21.7,1,3.8,0,0,0,10.2
4.65e-05,6.7,0,0,23,0,2,0,1.6,13.6,0,0,0,0,2,4.6,1,0,0.9,9.5,11.4,0.6,2,0.643,0.3,5,17.9
0.009703286,4.7,0,0,23,3,1.2,0.281,1,14.7,1,0,0,0,1,4.7,1,1,2.6,24.8,5,0.5,1.7,0.761,2.6,11.3,17
0.012981968,18.2,0,0,24,53,2.7,0.373,1.8,35.1,1,0,0,0,3.7,15.3,1,1,7.5,35.3,5.2,1,1.4,0.82,9.3,14.5,24.8
0.012072271,2.1,0,0,23,0,1.1,0.25,0.9,8.9,0,0,0,0,0.9,2.5,1,0,0.4,6.6,8.5,0.5,2.6,0.417,1.1,7.9,15.7
0.012946674,3.7,0,0,25,15,3,0,2.4,14.3,0,0,1,0,1.1,2.7,1,0,0.2,1.6,19.7,0.3,1,0.531,0,21.1,13
0.013532543,4.4,0,0,26,20,2.8,0,1.9,12.2,0,0,1,0,1.3,3.1,1,0,0.2,2.7,17.9,0.4,1.6,0.75,0,13.2,15.2
0.060549181,10,0,0,28,46,6.3,0.355,2.6,24.9,0,0,1,0,1.4,7.7,1,0,1.5,9.2,17.7,0.6,1.3,0.779,2.3,14.3,17
0.070679009,10.8,0,0,29,52,5.9,0.382,3.3,25.1,0,0,1,0,1.8,8.2,1,0,1.4,8.1,15.7,1.1,2,0.814,3.4,12.7,16.7
0.01454414,1.6,0,0,20,0,1.1,0,1.1,6.6,1,0,1,0,0.5,1.3,1,0,0.1,1.3,14.4,0.1,0.7,0.556,0,12.7,12
0.013246254,5.8,0,0,21,6,2.8,0,2,15.2,1,0,1,0,0.9,4.3,1,0,0.6,7.1,15.3,0.2,0.8,0.667,0,9.9,15.3
0.008230803,11,0,0,22,74,2.5,0.356,2.8,28.7,1,0,0,0,2,9.4,0,0,1.6,9.3,6.3,0.9,1.6,0.747,3.2,12.8,18.5
0.013529553,7.5,0,0,23,0,1.2,0.375,2.8,18.3,1,0,0,0,1.7,6.8,0,0,0.9,7.6,5.3,0.6,1.5,0.733,2.2,12.3,20.9
0.064409736,11.8,0,0,23,23,1.9,0.297,1.9,27.6,1,0,0,0,2.2,11.8,1,0,2,11.9,4.8,1.1,2.1,0.68,3.1,10,22.5
0.073406143,9.8,0,0,24,15,2.1,0.358,1.8,27.6,1,0,0,0,2,9.1,1,0,2,10,5.1,1,1.9,0.713,3.1,13.4,17.7
0.030782958,15.8,0,0,25,43,2.9,0.395,2.1,30.1,0,0,0,0,2.8,14.4,1,0,4.3,23.8,6.1,0.9,1.5,0.646,4.7,12.5,26.3
0.111006832,14.3,0,0,26,30,2.3,0.306,2,30.6,0,0,0,0,2.3,13.7,1,0,3.8,19.8,4.7,0.8,1.3,0.739,5.7,13.7,25
0.00461477,11.1,0,0,28,0,2.2,0.319,2.1,20.7,0,0,0,0,1.7,9.9,1,0,2,14.4,6.4,0.4,0.9,0.824,4.7,13.1,25.2
0.025733402,11.6,0,0,21,19,5.5,0.351,3,24.5,1,0,1,0,3,8.9,1,0,2,12.7,17.8,0.5,1.1,0.75,0.5,15.3,22.1
0.032339701,18.5,0,0,23,62,9.4,0.254,3.1,34.8,1,0,0,1,4.8,13.7,1,0,5,21.7,19.6,0.8,1.1,0.723,1.1,14.8,23.3
0.032688643,6.2,0,0,25,22,1.9,0.281,1.9,14.8,1,0,0,1,1.4,5.5,0,0,1.1,12.2,11,0.5,1.5,0.642,1.5,16.2,21.4
0.006126042,4.4,0,0,26,0,2.2,0.234,1.6,14.1,0,0,0,1,1.4,4.1,0,0,0.9,9.7,11.1,0.5,1.8,0.51,1.4,16.3,17.6
0.026452726,20.5,0,0,21,71,3.1,0.34,2.7,33.4,1,0,0,0,3.8,17.2,1,0,3.7,19.4,6.4,1.5,2.2,0.805,7,12.6,29.1
0.030543934,23.8,0,0,22,77,3.3,0.362,2.7,33.7,1,0,0,0,5.1,19.9,1,0,4.2,21.2,6.6,1.4,2,0.806,6.7,11.3,31.6
0.033312809,24,0,0,23,69,3.6,0.366,2.5,34.3,1,0,0,0,4.7,19.4,1,0,4.3,21.6,7.1,1,1.4,0.863,6.9,11,30.8
0.000930035,4.3,0,0,22,0,2.7,0,2.6,14.8,0,0,1,0,2,2.4,1,0,0.4,4.2,15.4,0.3,1.1,0.5,0,14.3,11.1
0.024354809,4.9,0,0,22,0,1.8,0.265,1.4,15.2,1,0,0,0,0.4,4.6,1,0,1.1,9.7,8,0.5,1.5,0.75,3.1,12.8,15.1
0.026624519,9.2,0,0,23,24,3.8,0.336,1.7,23,1,0,0,0,1.3,7.7,1,0,2.3,13.6,10.3,1.3,2.6,0.733,3.7,14.1,17.3
0.049948466,4.6,0,0,29,2,2,0.38,1.1,12.3,0,0,0,0,0.9,4,1,0,0.9,10.2,10,0.4,1.7,0.81,2.3,7.9,17.1
0.013246254,5.9,0,0,24,13,2.5,0.299,2,21.3,0,0,0,1,0.7,5.8,1,0,1.2,8.4,9.3,0.5,1.1,0.733,3.2,14.1,15.1
0.036650174,9.5,1,0,26,68,3.7,0.376,2.5,29.9,0,0,0,1,1.5,7.4,1,0,1.6,7.2,10,0.6,1,0.722,4.3,10.8,12.9
0.036120828,3,0,0,23,0,1,0.317,0.8,8.9,1,0,0,0,0.4,3,1,0,0.2,3,7.3,0.1,0.6,0.667,1.1,13,18.3
0.034006286,9.4,0,0,24,4,2,0.425,1.6,23,1,0,0,0,1,8,1,0,0.7,5,5.5,0.2,0.4,0.857,3.2,7.2,17.3
0.026375195,9,0,0,25,5,2.4,0.37,1.2,22.8,0,0,0,0,1.3,7.5,1,0,0.9,5.9,6.4,0.2,0.4,0.845,3.2,6.6,16.4
0.033251531,7.8,0,0,26,4,2,0.426,1.5,21.8,0,0,0,0,1,6.3,1,0,1,6.5,6.3,0.2,0.5,0.79,2.7,9.3,15
0.071987886,7.3,0,0,27,1,1.2,0.408,1.4,17.4,0,0,0,0,1,5.5,1,0,0.9,7.1,4.5,0.2,0.7,0.835,2.7,8.4,16.3
0.067191992,10.3,0,0,28,0,2.1,0.435,1.7,19.9,0,0,0,1,0.8,7.9,1,0,1.1,8.4,7,0.2,0.4,0.828,4.3,6.8,19.6
0.045423664,3.4,0,0,19,0,1.9,0.277,1.7,13.3,1,0,0,1,0.3,3.7,0,0,0.5,5.5,9.7,0.2,0.8,0.364,2.3,16.2,14.4
0.04509703,6.5,0,0,20,37,3.9,0.366,2,25.2,1,0,0,1,0.6,5.9,0,0,1.6,8.9,9.3,0.3,0.5,0.765,3.9,18.1,12.7
0.045757591,5,0,0,21,27,3.2,0.218,2,18,1,0,0,1,1.2,4.3,0,0,1.2,9.4,12.3,0.4,1,0.593,2.2,14.4,13.4
0.001738153,6.7,0,0,22,3,3.6,0.349,2.6,17.9,0,0,1,0,0.9,5.8,0,0,1.8,14.4,13.5,0.3,0.7,0.714,2.7,17.6,17.7
0.014512693,11.7,0,0,24,79,6.7,0.337,3.2,31.5,1,0,0,1,2.5,9.7,1,0,3.7,16.1,14,1.6,2.4,0.66,4.2,13.5,17.2
0.204285714,14,1,0,25,81,7.8,0.388,3,34.7,0,0,0,1,4.1,10.1,1,0,7.4,29,14.7,1.5,2,0.696,3.2,21.2,18.8
0.162842006,10.2,1,0,26,76,6.6,0.308,2.9,32.5,0,0,0,1,2.8,8.6,1,0,7,27.6,13.3,2,3,0.709,3.5,19.8,16.2
0.171490493,7.4,1,0,28,66,6.4,0.285,3,31.3,0,0,0,1,1.4,6.4,1,0,6.9,26.8,12.4,1.4,2.2,0.692,2.5,26.8,13.1
0.169865585,8,1,0,29,43,5.7,0.279,2.6,28.4,0,0,0,1,1.9,7.3,1,0,6.2,31.2,11.8,1.4,2.3,0.759,3,21.8,15.7
4.65e-05,1.8,0,0,21,0,1.2,0,0.5,4.9,0,0,0,1,0.6,1.1,1,0,0.3,8.3,16.4,0.1,0.9,0.846,0,20.1,15.5
0.000465017,4.9,0,0,22,3,2.6,1,1.7,12.4,0,0,1,0,1.2,3,1,0,0.7,7.7,16.8,0.2,0.9,0.769,0,21.1,15.8
0.047142857,2.7,0,0,34,0,1.9,0.171,1.3,10.2,0,0,0,1,0.5,3.4,1,0,0.4,6,15.6,0.3,1.3,0.643,1.4,10.6,17.5
9.3e-05,3.3,0,0,24,1,1.1,0.286,0.7,10.7,0,0,0,0,0.4,3.1,1,0,0.3,4.4,6.3,0.3,1.5,0.667,2.3,7.6,14
0.012981968,13.5,0,0,25,68,3,0.446,2.6,29.7,0,0,0,0,1,9.4,1,0,1.4,7.1,6,0.5,0.8,0.931,8.3,8.9,16
0.000465019,4,0,0,25,0,0.5,0,0.5,13,0,0,0,0,1,6,1,0,2.5,28.8,2.2,0.5,1.9,1,2.5,7.2,23.9
0.008230803,3.3,0,0,22,6,2.3,0.256,0.9,13.5,1,0,0,0,0.5,3.6,1,0,0.7,7.5,9.4,0.3,1.1,0.8,0.8,10.2,13.7
0.013529553,7.3,0,0,23,13,1.9,0.437,1.7,17.7,1,0,0,0,1.1,6,1,0,1.1,9.2,6.3,0.3,0.8,0.739,2,6.1,16.8
0.01482976,5.7,0,0,24,11,2.2,0.284,1.3,17.6,1,0,0,0,1.4,6.3,1,0,1.3,11.7,7.9,0.6,1.7,0.66,1.7,12.2,19.5
0.000761563,8.7,0,0,25,0,1.7,0.636,0.5,20.5,0,0,0,0,1.7,6.7,1,1,2.3,18.4,5.4,0.5,1.2,0.9,1.8,21.3,20.4
0.007550079,7.4,0,0,28,0,1,0.333,1.3,14.7,0,0,0,0,1.4,6.8,1,1,2,22.4,5.3,0.7,2.2,0.878,1.6,15.3,26.4
0.319419486,13.7,0,1,30,71,8.4,0,3.1,32.1,0,0,1,0,6.7,8.5,1,0,1.4,7,20.2,1,1.5,0.489,0.1,17,18.4
0.246224095,13.5,0,1,31,74,8.7,0,2.7,29.7,0,0,1,0,5.7,8.3,1,0,1.4,7.8,23.5,0.9,1.4,0.533,0,17.5,19.2
0.237150959,16.6,0,0,32,81,9.3,0.143,3.1,30.4,0,0,1,0,7.2,11.2,1,0,1.3,7.1,22.2,0.6,1,0.574,0.1,15.1,24.2
0.008044652,3.1,0,0,23,0,1.1,0.273,1.4,8.1,1,0,0,1,1.1,2.3,0,0,0.3,5.5,11.6,0.3,1.9,0.758,0.4,11.9,17.5
0.094545446,10.6,0,0,27,22,3.5,0.307,2.6,21.6,0,0,1,0,3.3,6.3,0,0,1.5,10.7,13.2,0.6,1.3,0.772,1.6,10.1,17.2
0.09400197,9.4,0,0,28,37,3.8,0.256,2.6,26.5,0,0,1,0,2.8,5.7,0,0,1.5,7.7,11.2,0.9,1.5,0.667,1,11.5,12.6
0.237849837,21.5,1,0,33,62,2.6,0.284,1.7,31.8,0,0,0,0,6,17.5,1,0,4.8,32.1,6.7,1.2,2,0.768,1.6,14.4,34.7
0.285714286,19,1,0,34,73,3,0.159,1.6,30.5,0,0,0,0,5.5,16,1,0,4.6,27.4,7.6,1.1,1.8,0.793,0.6,13,31.6
0.246433617,18.3,0,0,35,59,3.5,0.31,1.9,29.9,0,0,0,0,4.7,15.9,1,0,3.8,22.3,8.1,1.4,2.4,0.794,2.4,11.3,29.6
0.156923294,11.4,0,0,36,3,3,0.288,1.9,22.9,0,0,0,0,2.8,10.2,1,0,3.4,23.5,9.2,0.9,2,0.714,1.7,15.5,26.2
0.023499661,15,0,0,37,2,3,0.33,1.6,26.2,0,0,0,0,3.2,13.3,1,0,4.2,26.5,8,0.8,1.5,0.708,3.6,13.5,27.9
0.016022931,2.1,0,0,19,0,0.4,0.1,0.1,4.3,0,0,0,0,0.2,2.4,0,0,0.2,8.6,6.7,0.2,2.4,0,1.1,14.9,29
0.017515118,4.8,0,0,20,0,1.6,0.244,0.8,12.2,0,0,0,0,1.5,4.3,0,0,1.1,12.6,9.1,0.4,1.5,0.75,2,15.4,20.1
0.015034694,2.7,0,0,25,0,0.6,0.342,0.8,9,0,0,0,0,0.4,2.5,1,0,0.6,10.4,5,0.4,2.1,0.6,0.7,8.7,14.4
0.014506014,7.5,0,0,26,22,1.9,0.452,1.7,21.4,0,0,0,0,0.6,6.6,1,0,1.7,12.1,5.5,0.6,1.5,0.629,1.8,11.6,15.9
0.085841358,9.6,0,0,27,22,1.6,0.37,1.8,24.9,0,0,0,0,1,8.5,1,0,2.2,13.8,4.4,0.7,1.3,0.77,2.8,8.7,17.4
0.085223215,12.5,0,0,28,80,2.2,0.425,2.2,31.5,0,0,0,0,0.8,10.1,1,0,2.3,10.1,5,1,1.5,0.706,3.7,10.6,16.1
0.07939278,8.3,0,0,30,6,1.8,0.377,1.4,18.2,0,0,0,0,0.8,7.8,1,0,1.4,11,6.8,0.6,1.5,0.689,3,8.1,19.9
0.001707381,2,0,0,33,1,0.9,0.5,1.6,8.9,0,0,1,0,0.8,2.4,1,0,0.3,4.9,10.7,0.3,1.4,0.5,0.3,10.1,15.1
0.064106758,5.3,0,0,28,0,5,0,2.4,18.9,0,0,1,0,1.4,3.7,1,0,0.5,3.9,21.3,0.4,1.1,0.667,0,16.2,12.1
0.043673738,5.8,0,0,29,1,5.9,0,2.8,17.9,0,0,1,0,2,3.7,1,0,0.8,6,25.2,0.4,1.2,0.617,0,14.6,12.7
0.043677845,1.8,0,0,30,1,2.5,0,2.2,10.8,0,0,1,0,0.5,1.6,1,0,0.4,5.2,19.1,0.4,1.8,0.5,0,20,9.4
0.000132764,2,0,0,22,0,1,0,1,2,0,0,0,0,0,1,1,1,0,0,28.2,0,0,0,0,0,22.3
0.004415416,2.9,0,0,23,2,0.7,0.259,1.1,9.1,0,0,0,0,1,2.8,1,1,0.4,6.3,6.3,0.5,2.8,0.625,1.2,11.8,17.6
0.018325087,4.9,0,0,24,3,1.1,0.264,1.4,14.4,0,0,0,0,0.9,4.6,1,0,1.8,16.7,5.6,0.5,1.6,0.552,1.7,12.4,17.3
5.47e-05,4,0,0,24,0,3.5,0,1.5,14,0,0,1,0,1.5,2.5,0,0,0.5,5.1,21.6,0,0,0,0,24,13.2
0.032292897,2.6,0,0,30,3,1.3,0,1.7,12.9,0,0,1,0,0.9,1.9,1,0,0.8,9.1,10.5,0.7,2.7,0.75,0,12.1,9.1
0.032983538,2.3,0,0,31,1,1.2,0,0.7,6.3,0,0,1,0,0.6,1.4,1,0,0.5,12.8,15.2,0.2,1.5,0.633,0,13.2,13.1
0.035796,10.7,0,0,21,69,2.5,0.326,2.2,29.4,1,0,0,0,2.6,10,1,1,6.4,32.8,6.7,1.2,2.1,0.589,1.3,17.9,20.4
0.027762022,12.8,0,0,22,58,3.6,0.274,2.2,29.4,1,0,0,0,2.6,11.1,1,1,6.5,35.7,8.7,1.1,1.8,0.692,1.8,15,21.6
0.03362841,12.7,0,0,23,63,3.3,0.326,2.3,28.7,0,0,0,0,2.7,10.6,1,1,6.2,34.9,8.2,1.3,2.2,0.649,1.5,18.5,21.9
0.029449587,10.6,0,0,24,42,4.1,0.314,1.9,29.8,0,0,0,0,1.8,9.8,1,1,7.6,33.5,9.1,1,1.6,0.743,2.5,20.1,18.3
0.073300348,10,0,0,25,36,3.6,0.203,2,27.7,0,0,0,0,1.9,9.8,1,1,7.2,38.6,9.1,1.6,2.7,0.57,1.5,16.7,19.5
0.003833045,5.3,0,0,27,5,2.6,0.311,2.6,19.7,0,0,0,0,1.8,5.1,1,0,1.2,9.7,9.4,1.2,3.2,0.674,1.9,19.5,17
0.005183971,1.8,0,0,28,0,1.5,0.083,1.7,8.7,0,0,0,0,0.9,2,1,0,1,16.2,11.8,0.4,2.1,0.722,0.6,16.1,14.9
0.000853691,2.8,0,0,25,0,0.6,0.444,0.9,9.2,0,0,0,0,0.3,2.8,1,0,0.9,15.5,3.8,0.3,1.8,0.25,1.4,9.4,16.4
0.012724186,4.1,0,0,36,1,3.2,0,1.9,13.2,0,0,1,0,0.5,4.2,1,0,1.1,13.1,15.2,0.5,2,0.889,0.1,12.6,16.9
0.000465019,3.3,0,0,22,0,1.3,0,1.3,7.7,0,0,0,1,1.3,2.3,1,0,0.7,12.2,16.8,1,6.2,0.5,0,18.6,20.1
0.044317714,12.8,0,0,19,66,2.9,0.319,2.1,30.4,1,0,0,0,3.1,13.3,0,1,5.5,29,6.2,1,1.6,0.67,3.4,17.9,25.7
0.034434849,11,0,0,20,41,2.7,0.315,1.7,25.6,1,0,0,0,3,10,0,1,3.9,21.8,7,0.7,1.4,0.784,3.2,16.5,22.6
0.034124307,8.6,0,0,21,14,2,0.318,1.3,19.5,0,0,0,0,2,8.2,0,1,3.2,24.5,6.8,0.6,1.6,0.76,2.3,16.2,24.4
0.042156888,14.8,0,0,22,42,2.8,0.329,1.7,27.2,1,0,0,0,3.2,12.5,0,1,3.9,24.2,6.4,0.7,1.3,0.774,3.6,14.6,25.6
0.015916667,7.3,0,0,23,2,2,0.345,1.3,15.7,0,0,0,0,1.5,6.1,0,1,2.1,20.9,8.2,0.4,1.4,0.759,1.6,17.3,22.6
0.182125469,14.3,1,0,24,0,4,0.132,2.1,21.3,0,0,1,0,4,10.2,0,0,0.9,7.9,17.4,0.4,1,0.786,0.5,12.5,27.3
0.207550503,14.1,0,0,25,71,7.1,0,2.6,25.8,0,0,1,0,2.6,10,0,0,1.5,9.4,23.6,0.5,1,0.848,0,13.3,21.8
0.006415651,13.7,0,0,26,31,6,0.294,2.5,24.5,0,0,1,0,2.9,10.2,0,0,1.7,12.1,21.1,0.5,0.9,0.787,0.5,13.3,23.1
0.043677845,8.1,0,0,27,7,4.6,0.143,1.7,16.9,0,0,1,0,1.7,6,0,0,1,8.8,23.5,0.4,1.1,0.707,0.1,12.5,19.4
0.148709941,21.1,1,0,27,66,4.1,0.335,2.5,33,0,0,0,0,6.9,15.7,1,1,6.3,31.1,8,1.4,2,0.847,4.7,15.3,28.1
0.146327188,17.7,0,0,28,74,3.1,0.347,2.5,31.4,0,0,0,0,4.3,13.4,1,1,5,25.7,7.1,2,3.2,0.795,4.9,16.1,26.1
0.147247936,15.9,1,0,29,78,3.6,0.329,2,29.1,0,0,0,0,3,12.4,1,1,5.5,27.4,8.1,1.5,2.4,0.75,4.8,13.3,22.9
0.143164743,14.9,1,0,30,61,3.9,0.344,2.1,27,0,0,0,0,3.5,11.5,1,1,5.4,28.7,8.5,0.9,1.6,0.79,3.5,15.7,23.7
0.236247332,13.4,1,0,26,60,2.1,0.448,2.4,33.1,0,0,0,0,2.2,11.4,1,0,3.8,17.6,4.5,0.8,1.3,0.805,5.2,14,19.8
0.221629014,15.2,1,0,27,44,2,0.384,2.2,32.9,0,0,0,0,2.8,12.3,1,0,2.7,12.7,3.7,1,1.4,0.888,6.5,10.7,20.3
0.128804563,14.4,0,0,31,15,1.7,0.317,1.9,28.2,0,0,0,0,3,12.9,1,0,1.5,7.9,3.7,0.6,1,0.766,8.4,7.8,22.5
0.008044652,0.7,0,0,23,0,0.3,0,0.3,0.7,1,0,0,1,0,0.3,1,0,0,0,28.4,0,0,0,0,0,22
0.017552531,2.1,0,0,26,3,2.9,0,1.7,12,0,0,0,1,0.4,1.8,1,0,1.2,13.3,19.1,0.5,1.9,0.379,0,23.8,9.7
0.002346494,1.4,0,0,27,0,3.2,1,1.8,8.6,0,0,0,1,0,1.4,1,0,0.8,11.8,25.2,0.2,1.1,0,0.2,41.7,12
0.008230804,14,0,0,23,26,3.2,0.287,2.1,27.6,1,0,0,1,3.5,10.7,1,0,2.1,12.7,9,0.5,0.9,0.774,2.2,11.4,21.4
0.008044652,3.4,0,0,23,1,0.6,0.298,0.6,9.5,0,0,0,0,0.3,3.8,1,1,0.9,15.1,4.1,0.3,1.5,0.833,1.1,7.7,19.1
0.001420257,1.4,0,0,24,0,0.3,0.2,0.4,4.7,0,0,0,0,0.2,1.4,1,1,0.3,11,8.3,0.1,1.3,1,0.6,0,15.2
0.112857143,10.4,1,0,28,56,3.5,0.371,2.3,25.4,0,0,0,1,2.1,8.9,0,0,0.9,5.6,11.7,0.7,1.4,0.721,3.5,8.9,18.6
0.089225965,13.1,0,0,29,52,4.5,0.353,2.6,26.1,0,0,0,1,2.5,10.9,0,0,1.7,11,12.4,0.7,1.3,0.778,4.9,10.6,22.2
0.054840221,10.9,0,0,30,43,4.2,0.36,2.3,25.1,0,0,0,1,2,8.9,0,0,1.3,7.9,12.9,0.9,1.7,0.778,3.7,9.7,18.7
0.064137805,6.6,0,0,32,8,3.8,0.365,1.5,15.7,0,0,0,1,1.4,5,0,0,0.8,6.6,15.1,0.4,1.1,0.828,2.2,8.8,16.1
0.023530009,12,0,0,22,32,2.2,0.378,2,28.6,1,0,0,0,2.5,9.9,0,0,2.1,11.5,5.2,0.7,1.2,0.728,3.9,11.4,19.7
0.180576357,17.2,1,0,24,66,2.4,0.356,2.6,32.9,0,0,0,0,4.1,13.7,0,0,3,14.8,5.1,1,1.5,0.805,5.3,11.8,23.5
0.171556013,17.8,1,0,25,57,2.8,0.379,2.4,32.2,0,0,0,0,3,14.1,0,0,2.9,14.8,5.4,0.8,1.3,0.867,5.9,9.8,23.3
0.15576324,18.5,1,0,27,66,2.3,0.399,2.4,31.5,0,0,0,0,3.3,14.1,0,0,3.2,16.6,4.4,1.1,1.7,0.818,6.6,10.9,23.9
0.051978118,9.5,0,0,26,57,4.6,0.277,2.2,27.6,0,0,0,0,1.7,9.1,1,0,5.5,30,10.1,1,1.8,0.752,1.5,19.7,19.5
0.048935857,10.5,0,0,27,12,4.3,0.241,1.7,28,0,0,0,0,2.2,9.3,1,0,4.4,23.9,9.3,1,1.7,0.827,1,16.9,18.8
0.172879497,8.2,0,0,29,40,2.7,0.318,2.1,25.7,0,0,0,0,1.4,7.3,1,0,2.2,12.4,6.5,0.6,1.1,0.85,1.7,13.7,15.6
0.175410115,6.8,0,0,30,2,4,0.212,1.5,22,0,0,0,0,1.5,6.1,1,1,3.9,23.6,10.9,0.5,1,0.708,0.7,18.9,15.9
0.170483388,3.3,0,0,31,0,1.6,0,1.1,13.2,0,0,0,0,0.7,3.5,1,0,2,20.6,8.2,0.5,1.7,0.857,0.3,26.2,16.4
0.017646555,4.4,0,0,25,7,2.1,0,1.7,11,1,0,1,0,1.7,3,0,0,0.2,2.5,16.6,0.2,0.7,0.628,0,15.6,17.7
0.0286964,7,0,0,26,13,3.6,0,2,16.7,1,0,1,0,2.9,5,0,0,0.7,5.8,18,0.4,1.1,0.53,0,11.7,18.2
0.028998439,11.7,0,0,23,16,3.7,0.328,1.9,26.1,1,0,1,0,2.1,10.7,1,0,2.2,13.5,9.5,0.6,1.2,0.756,4.7,8,21.8
0.035612816,8.6,0,0,25,0,2.6,0.36,1.4,16.1,1,0,1,0,2.3,6.3,1,0,1.3,12.9,11.7,0.3,0.8,0.738,3,10.6,22.1
0.043677845,9.7,0,0,26,13,3.6,0.331,1.9,19.9,0,0,1,0,2.3,7.9,1,0,1.9,14.3,12.6,0.4,0.9,0.678,3.2,9.6,21
0.011952257,7.9,0,0,23,2,1.9,0.36,1.4,18.9,1,0,0,0,2.2,7.3,1,1,2.8,22.7,7.5,0.7,1.7,0.817,1.7,13.1,22.6
0.013529553,5.1,0,0,24,0,1,0.219,0.9,11.4,1,0,0,0,1.5,4.4,1,1,2.2,26.3,5.1,0.4,1.7,0.684,1.7,15.6,21.8
0.000465017,6.9,0,0,25,0,1.6,0.286,1.2,13.1,0,0,0,0,1.9,5.7,1,1,3.2,35,8,0.6,1.9,0.588,2.3,15.8,24.3
0.035331658,5.9,0,0,19,9,1.8,0.318,2.3,21.9,1,0,0,0,0.9,6.4,0,1,3.2,20,5.8,0.8,1.9,0.721,2,19.8,16.9
0.040794746,5.7,0,0,20,16,1.7,0.287,2.4,21,1,0,0,0,0.7,6.6,0,1,2.8,19.5,5,0.7,1.6,0.767,2.7,15.9,16.6
0.044491479,6.3,0,0,21,26,1.7,0.321,2.5,20.8,1,0,0,0,1,5.8,0,1,3,20.2,5.4,0.9,2.2,0.864,2.4,16.5,15.4
0.005772824,2.9,0,0,22,0,1,0.379,1,7.9,0,0,0,0,0.6,3,1,1,0.9,17.5,8.1,0.4,2.8,0.818,0.8,11.1,20.6
0.013246254,8.6,0,0,23,0,2.1,0.414,1.7,20,0,0,0,0,1.3,7.2,1,1,3.2,22.8,6.8,0.9,2.2,0.832,3.4,11.2,19.1
0.084950741,11,1,0,24,28,2.3,0.378,1.7,27.5,0,0,0,0,1.8,9.4,1,1,4.8,23.9,5.1,0.9,1.6,0.843,4.6,11.2,17.9
0.085634534,17.6,1,0,25,54,3.4,0.39,2.4,35.7,0,0,0,0,3.7,14.3,1,0,6.6,27.7,5.6,1.9,2.5,0.848,6.9,12.3,21.7
0.014793376,1.6,0,0,20,0,0.6,0.294,0.9,5.7,1,0,0,0,0.3,2,0,0,0.3,6.7,7.4,0.1,1.2,0.5,1.2,6.3,16.9
0.014848488,9.8,0,0,22,12,2.1,0.402,1.4,21.7,0,0,0,0,1.4,7.8,0,0,1.1,7.3,6,0.6,1.3,0.755,4.9,8.8,18.4
0.000465017,2.4,0,0,23,0,0.6,0.222,0.7,9.2,0,0,0,0,0,4.1,1,1,0.7,10.1,3.4,0.6,2.9,0,3,2.6,20.2
0.015722886,7.3,0,0,29,43,2.2,0.345,2.4,24.4,0,0,0,0,1.6,6.3,1,0,1.8,10,6.1,0.9,1.7,0.728,3.2,10.3,14
0.084977109,7.8,0,0,30,21,2.3,0.373,2.2,26.6,0,0,0,0,1.1,6.6,1,0,2.6,14.4,6.2,1.3,2.5,0.784,3.4,14.4,14.2
0.080732241,8.4,0,0,31,35,2,0.392,2.1,24.8,0,0,0,0,1.2,7.3,1,0,1.9,11.3,5.4,0.9,1.8,0.769,3.5,13.4,16.4
0.043677845,10.3,0,0,33,35,3,0.329,1.7,27.9,0,0,0,0,1.4,9.5,1,0,2.5,12.8,6.5,0.8,1.3,0.805,6.2,9,16.6
0.000465017,5.4,0,0,23,0,1,0.413,1.8,12.6,0,0,0,0,1.9,3.1,1,0,0.6,5.8,5.8,0.4,1.6,0.912,2.6,10.1,14.5
